Student ID,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA
STUD0730,7.5,7.67,8.1,7.93,8.28,8.42,8.74,9.03
STUD0731,6.27,6.33,6.46,7.08,7.15,7.26,7.33,7.6
STUD0732,6.92,6.92,7.05,7.23,7.66,7.75,7.77,8.28
STUD0733,6.43,6.57,6.63,7.01,7.34,7.56,7.41,7.89
STUD0734,6.95,7.19,7.46,7.65,7.96,8.28,8.52,8.55
STUD0735,6.32,6.61,6.69,6.98,7.17,7.71,7.67,8.01
STUD0736,6.08,6.17,6.63,6.45,6.75,6.99,7.24,7.43
STUD0737,5.97,6.01,6.33,6.49,6.77,6.61,6.91,7.49
STUD0738,6.33,6.51,6.62,6.99,6.79,7.42,7.56,7.59
STUD0739,6.78,6.82,7.3,7.65,7.69,7.75,8.24,8.41
STUD0740,7.14,7.17,7.24,7.58,7.76,8.24,8.48,8.6
STUD0741,7.65,7.67,8.11,8.21,8.17,8.78,9.01,9.13
STUD0742,6.44,6.95,6.8,7.25,6.93,7.22,7.78,7.6
STUD0743,7.57,7.83,8.05,8.14,8.56,8.76,9.14,9.31
STUD0744,5.64,5.87,6.13,6.06,6.35,6.57,6.72,6.8
STUD0745,6.51,6.96,7.21,7.36,7.39,7.72,8.12,8.36
STUD0746,7.48,7.86,7.93,8.39,8.39,8.7,8.91,9.16
STUD0747,7.74,8.14,8.29,8.61,8.57,9.03,9.01,9.48
STUD0748,7.4,7.9,8.37,8.57,8.52,8.96,9.21,9.35
STUD0749,7.7,7.53,7.83,8.2,8.15,8.3,8.71,8.61
STUD0750,5.69,5.78,6.0,6.2,6.64,6.27,6.87,7.36
STUD0751,7.34,7.73,7.87,7.94,8.55,8.45,8.48,9.17
STUD0752,5.99,5.92,6.43,6.17,6.86,6.85,7.15,7.52
STUD0753,6.61,6.97,7.04,7.4,7.69,7.94,7.83,8.56
STUD0754,7.65,7.95,8.09,8.39,8.17,9.0,8.94,8.9
STUD0755,6.5,6.66,6.78,6.79,7.36,7.74,7.65,8.02
STUD0756,6.81,7.03,7.25,7.52,7.75,7.95,8.11,8.45
STUD0757,7.6,7.86,7.92,8.57,8.39,8.63,8.8,9.43
STUD0758,6.04,6.43,6.48,6.75,6.86,6.92,7.33,7.44
STUD0759,5.66,6.3,6.27,6.54,6.84,6.83,7.27,6.95
STUD0760,6.17,6.19,6.68,6.87,7.02,7.35,7.72,7.93
STUD0761,8.03,8.22,8.32,8.4,8.65,8.88,9.13,9.43
STUD0762,6.48,6.92,6.99,7.05,7.36,7.6,8.07,8.2
STUD0763,6.3,6.27,6.8,7.03,6.91,7.17,7.68,7.7
STUD0764,6.46,6.81,7.24,6.91,7.48,7.64,8.02,8.29
STUD0765,7.3,7.34,7.22,7.8,8.1,8.15,8.64,8.72
STUD0766,7.35,7.97,8.15,8.16,8.16,8.35,8.83,8.91
STUD0767,6.79,6.61,6.98,7.07,7.48,7.68,7.94,8.08
STUD0768,6.84,6.94,7.12,7.49,7.46,7.56,7.77,8.09
STUD0769,6.03,6.46,6.52,6.79,7.16,7.13,7.42,7.73
STUD0770,6.82,6.86,7.1,7.54,7.65,7.8,7.94,8.16
STUD0771,7.81,8.23,7.88,8.47,8.95,8.88,9.3,9.17
STUD0772,7.63,7.69,8.33,8.17,8.62,8.53,8.91,9.3
STUD0773,7.96,7.99,8.21,8.38,8.74,8.79,9.21,9.11
STUD0774,6.94,7.3,7.69,7.91,8.38,8.12,8.65,8.74
STUD0775,6.42,6.64,6.64,7.46,7.29,7.61,7.71,8.17
STUD0776,5.78,6.14,6.15,6.81,7.1,6.71,7.21,7.43
STUD0777,7.41,7.69,8.13,8.26,8.86,9.05,8.86,9.28
STUD0778,6.13,6.18,6.43,6.71,7.03,7.48,7.34,7.7
STUD0779,7.15,6.96,7.36,7.62,7.78,8.0,8.58,8.39
STUD0780,6.16,6.33,6.65,6.82,6.9,7.6,7.56,7.68
STUD0781,7.4,7.67,8.0,7.95,8.43,8.9,8.88,9.03
STUD0782,7.66,7.54,8.09,8.13,8.39,8.77,8.91,9.07
STUD0783,6.9,6.83,7.09,7.18,7.66,7.91,7.82,8.17
STUD0784,6.27,6.52,6.69,7.16,6.92,7.33,7.67,7.92
STUD0785,5.73,5.79,5.91,6.61,6.46,6.76,7.14,7.73
STUD0786,5.91,5.96,6.21,6.4,6.67,7.03,7.0,7.28
STUD0787,6.87,6.95,7.22,7.3,7.53,7.84,7.84,8.18
STUD0788,6.2,6.1,6.65,6.76,7.1,7.1,7.29,7.58
STUD0789,7.81,7.67,7.91,8.67,8.76,8.71,8.97,9.05
STUD0790,7.67,8.21,8.01,8.34,8.43,8.81,9.26,9.22
STUD0791,6.18,6.36,6.71,6.86,7.22,7.15,7.37,7.45
STUD0792,7.81,7.64,8.14,8.5,8.62,8.41,8.8,9.08
STUD0793,7.93,8.3,8.21,8.8,8.62,8.95,9.12,9.22
STUD0794,7.4,7.52,7.73,7.86,8.27,8.4,8.6,8.71
STUD0795,7.71,7.8,8.09,8.36,8.4,8.69,8.91,9.26
STUD0796,5.54,6.08,5.96,6.16,6.45,6.54,6.87,7.43
STUD0797,7.59,7.91,8.21,7.89,8.2,8.81,8.79,8.94
STUD0798,6.5,6.44,6.79,7.07,7.44,7.42,7.89,8.07
STUD0799,7.15,7.41,7.79,7.81,8.1,8.38,8.65,8.48
STUD0800,5.66,5.98,6.12,6.34,6.63,6.97,7.19,7.39
STUD0801,7.12,7.29,7.63,7.82,7.88,8.2,8.35,8.44
STUD0802,6.75,7.19,7.36,7.81,7.66,7.79,8.02,8.33
STUD0803,6.81,7.25,7.21,7.55,7.92,7.91,8.51,8.67
STUD0804,5.68,6.06,6.09,6.07,6.73,6.75,6.98,7.29
STUD0805,7.73,7.65,8.21,8.22,8.52,8.72,8.75,8.99
STUD0806,7.16,7.49,7.47,7.86,7.55,8.35,8.4,8.57
STUD0807,7.38,7.46,7.48,7.81,8.05,8.08,8.38,8.62
STUD0808,6.28,6.88,7.13,7.42,7.61,7.53,8.05,8.28
STUD0809,6.97,7.07,7.36,7.71,7.62,7.86,8.12,8.07
STUD0810,6.05,6.46,6.93,6.91,7.4,7.16,7.33,7.59
STUD0811,7.35,7.15,7.24,7.38,7.77,8.0,8.25,8.4
STUD0812,6.17,6.56,6.64,6.53,7.2,6.95,7.19,7.54
STUD0813,7.43,7.42,7.97,7.86,8.01,8.45,8.5,8.65
STUD0814,7.9,7.91,8.36,8.53,8.88,9.03,9.43,9.45
STUD0815,6.86,7.05,7.39,7.53,7.67,8.02,8.06,8.28
STUD0816,7.87,8.1,8.25,8.08,8.42,8.84,9.02,9.31
STUD0817,5.88,6.12,6.35,6.07,6.89,6.79,7.22,7.44
STUD0818,7.22,7.36,7.43,7.89,8.05,8.55,8.55,8.65
STUD0819,8.03,7.96,8.27,8.58,9.09,9.0,9.4,9.46
STUD0820,6.4,6.15,6.56,7.02,6.97,7.36,7.39,7.66
STUD0821,7.64,7.6,7.96,8.27,8.08,8.92,8.77,8.72
STUD0822,7.32,7.16,7.4,7.78,7.85,8.15,8.53,8.62
STUD0823,8.0,7.96,8.04,8.54,8.78,9.17,8.97,9.55
STUD0824,6.5,7.17,7.39,7.36,7.29,7.61,7.75,7.95
STUD0825,6.83,7.54,7.29,7.34,7.71,7.92,8.17,8.46
STUD0826,7.27,7.33,7.77,7.89,8.07,8.2,8.48,8.69
STUD0827,5.79,6.0,6.46,6.51,6.66,6.91,7.32,7.34
STUD0828,6.91,7.11,7.2,7.52,7.94,8.13,8.34,8.55
STUD0829,5.61,5.99,5.92,6.24,6.27,6.94,7.08,7.0
STUD0830,7.6,7.72,7.86,8.11,8.4,8.25,8.9,9.34
STUD0831,6.3,6.35,6.81,6.7,6.86,7.23,7.44,7.78
STUD0832,7.32,7.55,7.76,7.84,8.03,8.6,8.79,9.0
STUD0833,7.39,7.47,7.25,7.81,8.02,8.18,8.56,8.7
STUD0834,6.28,6.22,6.38,6.65,7.05,7.1,7.39,7.46
STUD0835,6.92,7.2,7.04,7.26,7.56,7.73,8.09,7.98
STUD0836,7.38,7.25,7.4,7.66,7.95,8.24,8.42,8.54
STUD0837,7.79,8.11,8.36,8.61,8.89,8.99,8.94,9.29
STUD0838,7.05,7.34,7.3,7.44,7.6,7.78,8.25,8.28
STUD0839,6.67,7.04,7.32,7.27,7.55,7.68,7.93,8.07
STUD0840,7.4,7.18,7.92,7.72,8.0,8.44,8.6,8.91
STUD0841,6.46,6.89,7.16,7.13,7.58,7.76,8.12,8.0
STUD0842,6.55,6.5,7.19,7.04,7.5,7.56,7.81,8.1
STUD0843,7.59,7.74,8.03,8.33,8.45,8.76,8.99,9.27
STUD0844,6.76,7.2,7.14,7.31,8.15,7.95,8.17,8.39
STUD0845,6.86,7.25,7.37,7.57,7.69,8.27,8.18,8.56
STUD0846,5.63,5.49,6.05,5.84,6.35,6.35,6.91,7.04
STUD0847,8.11,8.07,8.42,8.6,8.79,9.07,9.11,9.65
STUD0848,6.77,7.04,7.11,7.47,7.55,8.0,8.0,8.4
STUD0849,7.11,7.44,7.49,7.81,7.81,8.34,8.73,9.1
STUD0850,8.14,8.22,8.32,8.44,8.56,9.02,9.06,9.49
STUD0851,7.5,7.86,7.84,8.37,8.27,8.49,8.72,9.19
STUD0852,5.38,5.8,5.89,6.09,6.29,6.22,6.64,7.18
STUD0853,6.61,6.38,6.68,6.88,7.09,7.46,7.72,7.75
STUD0854,7.35,7.21,7.79,7.79,8.02,8.36,8.36,8.33
STUD0855,7.19,7.48,7.57,7.82,8.03,8.2,8.69,8.79
STUD0856,7.75,7.62,8.16,8.34,8.68,8.66,8.97,8.77
STUD0857,6.83,6.8,7.11,7.23,7.33,7.3,7.89,7.95
STUD0858,6.24,6.25,6.53,6.87,7.22,7.51,7.49,7.52
STUD0859,6.94,7.62,7.88,7.71,8.18,8.44,8.58,8.68
STUD0860,7.7,8.03,8.12,8.54,8.89,8.66,8.83,9.28
STUD0861,6.3,6.26,6.68,6.96,7.31,7.43,7.77,8.07
STUD0862,7.4,7.33,7.72,7.8,8.0,8.11,8.06,8.71
STUD0863,6.48,6.6,6.98,6.99,7.08,7.39,7.41,7.68
STUD0864,7.19,7.37,7.55,7.96,8.08,8.44,8.32,8.63
STUD0865,7.31,7.7,7.81,8.34,8.22,8.34,8.44,8.97
STUD0866,6.07,6.31,6.44,6.82,6.98,7.12,7.49,7.69
STUD0867,6.83,6.82,7.01,7.5,7.65,7.83,7.89,8.32
STUD0868,6.58,6.72,6.93,7.46,7.61,7.42,7.73,8.05
STUD0869,7.28,7.34,7.53,7.79,8.04,8.3,8.56,8.19
STUD0870,6.26,6.38,6.9,7.05,7.53,7.5,7.49,7.67
STUD0871,5.78,6.01,6.74,6.67,6.93,7.05,6.95,7.46
STUD0872,6.26,6.23,6.55,7.02,6.88,7.46,7.39,7.49
STUD0873,6.64,7.18,7.31,7.59,7.95,7.94,7.95,8.76
STUD0874,6.08,6.2,6.33,6.68,7.03,7.46,7.27,7.76
STUD0875,7.56,7.59,7.69,8.1,8.35,8.53,8.49,8.79
STUD0876,5.2,5.62,5.74,6.18,6.3,6.67,6.78,6.77
STUD0877,6.64,6.83,7.26,7.27,7.57,8.05,8.18,8.38
STUD0878,5.76,5.98,6.24,6.74,6.81,7.04,7.37,7.48
STUD0879,5.7,5.55,6.04,6.32,6.54,6.45,6.73,7.2
STUD0880,5.56,5.89,6.02,6.09,6.34,6.77,6.74,6.97
STUD0881,8.03,7.99,8.37,8.67,9.03,9.15,9.16,9.66
STUD0882,6.14,6.1,6.7,6.27,6.56,7.21,7.46,7.31
STUD0883,8.08,8.1,8.21,8.49,8.72,8.67,9.54,9.42
STUD0884,7.66,8.3,8.19,8.41,8.77,9.17,9.2,9.44
STUD0885,7.07,7.32,7.61,7.6,7.93,8.15,8.21,8.91
STUD0886,6.61,6.42,6.96,7.22,7.26,7.27,7.68,8.13
STUD0887,6.95,7.23,7.4,7.45,7.66,7.98,8.25,8.43
STUD0888,7.55,7.91,8.24,8.25,8.69,8.46,9.27,9.16
STUD0889,7.95,8.05,8.35,8.74,8.81,8.88,9.08,9.36
STUD0890,7.74,7.84,8.14,8.41,8.4,8.57,8.65,9.14
STUD0891,5.91,6.27,6.43,6.58,6.95,7.35,7.56,7.24
STUD0892,6.52,6.68,6.76,7.13,7.43,7.34,7.85,8.05
STUD0893,5.89,6.14,6.17,6.36,6.64,6.65,7.01,7.36
STUD0894,7.46,8.16,7.79,8.18,8.51,8.83,9.0,9.46
STUD0895,5.63,5.89,6.46,6.33,6.64,6.88,6.87,7.1
STUD0896,6.34,6.28,6.84,6.54,7.03,7.63,7.51,7.75
STUD0897,6.5,6.71,6.63,7.13,7.46,7.73,8.09,7.74
STUD0898,6.99,7.02,7.2,7.3,7.57,7.7,8.01,8.03
STUD0899,7.6,7.86,8.18,7.97,8.52,8.61,8.89,9.23
STUD0900,6.28,6.72,6.69,6.65,7.14,7.41,7.58,7.9
STUD0901,5.82,6.09,6.53,6.51,7.07,7.1,7.34,7.5
STUD0902,7.47,7.67,7.88,8.07,8.27,8.17,8.64,8.87
STUD0903,6.05,6.43,6.78,6.97,6.82,7.42,7.39,7.74
STUD0904,6.85,7.05,7.57,7.6,7.56,8.07,8.33,8.39
STUD0905,6.19,7.1,7.18,7.12,7.09,7.64,7.59,8.09
STUD0906,6.07,6.25,6.3,6.76,6.8,7.11,7.03,7.27
STUD0907,6.81,7.13,7.03,7.57,7.48,7.62,7.8,8.35
STUD0908,7.29,7.5,7.76,7.88,8.29,8.51,8.88,8.63
STUD0909,7.2,7.44,7.74,7.99,8.01,8.48,8.6,8.54
STUD0910,6.22,6.4,6.59,6.94,7.04,7.4,7.65,7.75
STUD0911,7.48,7.51,7.97,8.08,8.05,8.7,8.63,8.67
STUD0912,6.85,7.14,7.47,7.55,8.02,7.79,8.31,8.52
STUD0913,6.75,7.17,7.18,7.51,7.64,7.86,8.03,8.5
STUD0914,6.12,6.26,6.53,6.9,6.85,7.5,7.47,7.54
STUD0915,5.54,5.89,5.77,6.44,6.5,6.89,6.86,7.33
STUD0916,6.25,6.01,6.53,6.78,6.47,6.94,7.47,7.26
STUD0917,6.71,6.92,6.95,7.52,7.74,7.93,7.93,8.13
STUD0918,6.72,6.88,7.1,7.37,7.75,7.78,8.12,8.31
STUD0919,6.36,6.39,6.77,6.99,6.96,7.55,7.48,7.84
STUD0920,7.47,7.47,7.54,7.93,8.07,8.01,8.61,8.64
STUD0921,6.74,7.1,7.01,7.5,7.46,7.87,7.75,8.22
STUD0922,6.52,6.77,7.22,7.31,7.55,7.73,8.14,8.19
STUD0923,5.88,6.1,6.2,6.38,6.21,6.68,6.92,6.93
STUD0924,6.51,6.67,7.24,7.05,7.25,7.69,7.46,7.74
STUD0925,6.3,6.63,6.71,7.13,7.26,7.51,7.89,7.76
STUD0926,6.65,6.9,7.11,7.38,7.64,7.82,8.04,8.18
STUD0927,6.32,6.76,6.47,6.9,6.99,7.44,7.32,7.83
STUD0928,7.81,7.88,8.31,8.29,8.8,9.06,9.05,9.41
STUD0929,7.31,7.37,7.59,7.65,8.23,8.25,8.55,8.58
STUD0930,5.94,6.11,6.21,6.08,6.72,7.04,7.54,7.29
STUD0931,7.11,7.42,7.57,8.06,8.12,8.18,8.44,8.89
STUD0932,6.76,7.41,7.43,7.78,7.88,8.07,8.09,8.5
STUD0933,6.87,7.09,7.31,7.57,7.73,7.79,8.06,8.3
STUD0934,6.14,6.13,6.16,6.48,6.69,7.15,7.12,7.66
STUD0935,6.65,6.82,7.1,7.31,7.68,7.57,7.85,8.28
STUD0936,7.38,7.81,7.96,8.11,8.42,8.69,8.75,8.87
STUD0937,6.87,6.91,7.08,7.69,7.84,8.04,8.32,8.33
STUD0938,5.72,6.01,6.22,6.3,6.75,6.82,6.84,7.13
STUD0939,6.45,6.88,7.34,7.51,7.75,7.68,8.28,8.11
STUD0940,6.44,6.86,7.1,7.33,7.65,8.27,8.04,8.19
STUD0941,7.72,7.83,7.93,8.27,8.65,9.06,9.23,9.31
STUD0942,7.58,7.62,7.68,8.08,8.37,8.49,8.61,8.9
STUD0943,7.12,7.57,7.44,8.04,8.01,8.25,8.35,8.79
STUD0944,6.57,7.15,7.4,7.37,7.45,7.56,8.38,8.34
STUD0945,6.21,6.24,6.52,6.54,7.03,7.59,7.59,8.01
STUD0946,7.4,7.84,7.9,8.05,7.92,8.19,8.7,9.07
STUD0947,5.8,6.01,5.89,6.61,6.44,6.71,6.83,7.58
STUD0948,5.98,6.08,6.23,6.43,6.7,6.82,6.99,7.37
STUD0949,5.6,5.91,6.6,6.79,6.77,7.22,7.16,7.36
STUD0950,5.73,5.9,6.16,6.24,6.74,6.87,6.83,7.24
STUD0951,6.41,6.57,6.83,7.03,7.63,7.26,7.37,7.94
STUD0952,5.7,5.92,6.17,6.26,6.35,7.02,7.07,7.12
STUD0953,7.58,7.61,7.67,7.76,8.02,8.23,8.63,8.79
STUD0954,6.6,6.55,6.99,7.24,7.38,7.74,7.71,8.07
STUD0955,6.41,6.22,6.77,6.98,7.02,7.3,7.78,7.91
STUD0956,8.05,8.19,8.12,8.57,9.16,9.16,9.07,9.51
STUD0957,6.48,6.62,7.09,7.01,7.15,7.63,7.85,7.95
STUD0958,6.75,6.93,7.17,7.38,7.25,7.93,7.96,8.29
STUD0959,7.15,6.81,7.18,7.48,7.68,8.07,7.97,8.39
STUD0960,5.63,5.57,5.84,6.06,6.43,6.63,6.61,7.07
STUD0961,6.31,6.42,6.77,6.72,6.8,7.2,7.38,7.7
STUD0962,7.62,7.57,7.96,8.11,8.62,8.54,8.61,8.93
STUD0963,6.64,6.69,7.14,7.58,7.35,7.73,7.63,8.18
STUD0964,7.97,7.9,8.29,8.26,8.76,9.02,8.89,9.15
STUD0965,6.71,6.69,7.22,7.23,7.59,7.92,7.74,8.05
STUD0966,7.21,7.64,7.8,8.02,8.19,8.62,8.34,9.15
STUD0967,6.9,7.16,7.66,7.39,8.1,8.13,8.3,8.3
STUD0968,5.84,6.35,6.37,6.61,7.06,6.92,7.35,7.36
STUD0969,6.81,7.45,7.88,7.65,8.22,8.11,8.16,8.53
STUD0970,6.15,6.35,6.59,6.68,7.05,7.25,7.49,7.44
STUD0971,6.31,6.59,6.7,6.84,6.94,7.26,7.58,7.88
STUD0972,6.34,6.52,7.0,6.93,7.49,7.62,7.59,7.93
STUD0973,7.68,8.05,8.06,8.32,8.39,8.45,8.77,9.08
STUD0974,7.95,7.99,8.25,8.53,8.51,8.98,9.12,9.26
STUD0975,6.22,6.35,6.71,6.81,6.94,7.53,7.41,7.81
STUD0976,7.57,7.83,8.14,8.48,8.53,8.64,9.17,8.96
STUD0977,7.55,7.44,7.8,8.19,8.4,8.74,8.75,9.04
STUD0978,5.64,5.99,6.22,6.66,6.54,6.81,7.24,7.54
STUD0979,6.16,6.5,6.91,6.52,6.95,7.24,7.71,7.46
STUD0980,6.74,7.02,7.34,7.34,7.83,7.62,8.01,8.24
STUD0981,6.67,6.56,6.8,7.09,6.92,7.62,7.19,7.67
STUD0982,7.44,7.91,8.4,8.23,8.61,8.53,8.64,9.24
STUD0983,5.44,5.88,5.95,6.38,6.57,6.67,6.8,7.21
STUD0984,5.97,6.46,6.46,6.64,6.69,7.26,7.14,7.33
STUD0985,7.28,7.32,7.87,7.73,8.23,8.3,8.52,8.4
STUD0986,6.83,6.88,7.1,7.32,7.85,7.92,7.93,8.03
STUD0987,7.98,7.9,8.24,8.76,8.73,8.96,9.5,9.16
STUD0988,7.38,7.48,7.45,7.73,8.26,8.49,8.68,8.78
STUD0989,6.65,7.05,7.16,7.41,7.62,7.53,7.82,8.22
STUD0990,6.93,7.17,7.43,7.69,7.89,8.17,8.29,8.14
STUD0991,7.27,7.43,7.7,7.81,8.04,8.4,8.83,8.48
STUD0992,6.06,6.07,6.43,6.61,6.75,7.03,7.2,7.35
STUD0993,7.7,7.75,7.9,8.14,8.51,8.38,8.71,8.87
STUD0994,6.57,6.6,7.11,6.91,7.52,7.71,7.82,7.7
STUD0995,6.89,7.01,7.19,7.45,7.73,7.62,7.88,8.24
STUD0996,5.67,5.81,6.48,6.59,6.81,6.87,6.85,7.64
STUD0997,7.1,7.29,7.25,7.71,8.11,8.27,8.5,8.56
STUD0998,7.62,7.51,7.87,8.03,8.0,8.53,8.89,9.12
STUD0999,6.01,6.17,6.6,6.69,6.89,7.21,7.25,7.76
